student_id,age,year_of_study,department,attendance_percentage,cgpa_previous_sem,daily_study_hours,weekly_study_hours,study_sessions_per_week,assignment_submission_rate,late_submission_count,revision_frequency_per_week,lms_login_frequency_per_week,lms_time_spent_hours_per_week,video_lectures_watched_per_week,video_completion_rate,practice_quiz_attempts,discussion_forum_posts,resource_diversity_score,class_participation_score,search_skill_score,source_evaluation_score,information_filtering_score,quiz_average_score,midterm_score,assignment_average_score,motivation_level,stress_level,procrastination_score,time_management_score,learning_outcome
STU01136,18,4,Business,53.6,2.81,4.1,25.9,5,59.2,4,4,6,2.6,4,50.3,6,4,6.0,51.9,59.6,37.8,60.4,45.8,45.1,54.9,3,2,5,5,Average
STU01137,19,2,Electronics,53.4,2.57,4.4,27.9,5,44.2,6,4,6,3.0,6,44.2,6,5,5.0,58.5,47.6,43.4,29.7,38.7,41.5,40.5,5,4,8,3,Average
STU01138,22,2,Mechanical,53.7,1.89,5.2,30.3,5,39.3,8,3,7,5.7,6,70.0,7,3,5.0,66.0,30.3,45.1,38.9,37.0,28.9,36.6,4,4,8,2,Average
STU01139,20,1,Computer Science,66.4,3.66,4.8,28.5,5,48.3,6,3,8,8.2,4,52.1,6,4,5.7,65.7,78.8,88.4,66.5,62.2,61.5,52.6,3,5,7,2,Good
STU01140,21,3,Computer Science,59.5,2.83,5.4,32.4,5,51.1,6,4,5,3.9,6,60.0,8,3,5.2,50.5,53.9,38.3,38.2,38.8,40.5,51.9,3,3,6,4,Average
STU01141,20,2,Business,71.3,2.97,4.7,28.5,5,73.7,2,5,6,5.5,5,55.8,7,4,5.5,46.2,39.9,52.9,58.8,45.9,48.9,61.3,3,2,3,6,Good
STU01142,20,2,Mechanical,42.4,2.52,4.4,26.2,5,44.2,7,3,6,5.8,3,52.6,4,2,4.0,43.2,50.9,41.7,53.4,36.2,41.0,41.7,3,3,5,5,Poor
STU01143,19,3,Mechanical,40.0,3.06,2.8,18.2,5,57.9,3,4,3,1.5,1,36.5,4,1,3.6,28.8,68.3,54.1,49.7,35.4,35.2,55.4,1,2,2,7,Average
STU01144,18,3,Computer Science,64.8,2.75,5.9,36.1,5,65.1,3,5,7,4.2,6,60.4,9,3,7.1,62.1,54.4,44.2,46.9,44.8,36.9,51.7,5,3,3,6,Average
STU01145,21,1,Business,44.0,3.54,4.4,27.0,5,45.0,6,3,7,5.5,5,52.2,6,5,4.5,72.9,62.7,66.8,47.4,53.5,53.7,51.8,4,2,6,4,Good
STU01146,21,4,Mechanical,40.0,2.9,3.1,18.1,5,30.0,8,2,4,3.0,3,40.9,3,1,2.8,46.2,60.9,58.3,64.3,51.7,61.3,25.5,3,2,9,2,Average
STU01147,20,1,Business,40.0,2.78,2.4,13.2,5,36.0,6,2,2,1.6,3,26.7,4,1,3.2,35.5,72.8,53.5,45.2,45.7,44.6,33.2,2,3,7,4,Average
STU01148,18,4,Mechanical,55.5,2.08,3.1,19.1,5,45.0,6,3,7,5.4,4,43.2,4,5,4.4,51.7,35.1,46.0,26.0,37.2,37.7,37.4,3,4,6,4,Average
STU01149,22,1,Civil,65.2,2.94,5.6,32.6,5,61.8,4,6,8,6.2,6,63.9,8,4,6.6,53.2,58.8,53.4,43.1,51.9,53.9,56.1,4,4,4,5,Good
STU01150,22,1,Mechanical,59.1,4.0,4.6,28.1,6,48.3,5,4,9,6.6,7,62.7,6,4,5.4,68.9,72.5,85.3,62.2,68.9,81.1,47.2,4,1,6,4,Excellent
STU01151,24,2,Civil,43.3,3.06,4.3,26.0,6,55.3,3,4,4,3.7,3,44.0,6,2,3.7,42.3,65.7,63.6,59.5,38.0,45.4,52.2,2,2,4,6,Average
STU01152,20,1,Mechanical,53.7,3.14,3.6,20.2,5,60.0,5,5,3,0.9,2,42.7,6,3,5.2,38.6,51.7,53.1,42.9,48.8,51.6,50.6,3,2,5,5,Average
STU01153,18,3,Mechanical,40.0,2.89,3.0,17.1,5,30.0,8,2,5,3.6,3,35.3,3,1,3.8,45.5,78.3,76.3,72.2,50.2,55.8,39.1,2,2,7,3,Average
STU01154,21,1,Mechanical,40.0,3.46,3.1,19.4,4,54.4,3,4,2,0.5,3,39.3,4,1,5.1,49.3,86.6,69.5,73.0,45.6,51.6,56.8,2,3,5,7,Good
STU01155,19,2,Civil,73.6,4.0,5.3,31.5,5,49.5,8,4,8,4.5,9,73.0,9,4,6.2,73.8,65.0,82.9,65.0,73.5,67.4,52.2,5,2,7,3,Good
STU01156,20,3,Business,43.9,2.54,4.2,24.7,4,47.5,5,3,5,4.4,2,45.0,4,2,4.7,46.6,50.6,57.6,52.0,42.2,40.9,46.3,3,3,5,4,Average
STU01157,23,2,Mathematics,66.6,2.86,6.7,39.8,4,84.9,4,7,9,9.0,6,75.6,10,3,7.3,62.9,42.5,44.3,32.2,50.4,38.6,59.0,4,4,2,7,Average
STU01158,18,2,Business,43.7,2.84,3.7,21.8,4,55.0,6,4,5,3.7,2,47.1,4,2,4.2,46.1,55.9,39.3,50.3,46.3,43.7,49.5,3,2,5,6,Average
STU01159,19,3,Mathematics,64.1,2.91,4.9,28.8,5,68.4,5,6,8,9.6,7,56.5,7,3,6.1,62.0,51.4,36.2,38.0,39.5,38.5,64.0,3,3,4,6,Average
STU01160,20,4,Business,70.7,3.22,5.7,34.0,4,71.3,2,6,8,9.0,5,72.7,7,6,7.6,61.1,56.2,51.6,57.1,60.1,50.8,75.6,4,4,2,7,Good
STU01161,18,1,Electronics,66.9,3.2,6.9,42.5,4,86.8,0,7,6,4.2,3,66.4,8,3,7.4,61.0,56.6,51.3,75.5,47.4,53.7,79.4,4,2,2,8,Excellent
STU01162,18,1,Civil,55.5,2.43,5.0,30.0,5,30.0,7,4,6,4.8,6,48.8,3,4,5.1,57.8,70.3,50.9,39.5,43.7,34.1,36.7,4,5,8,2,Poor
STU01163,19,3,Computer Science,56.7,2.52,4.4,28.1,5,56.5,6,5,8,7.3,7,61.5,7,4,6.8,56.0,44.5,54.9,50.1,38.0,49.3,53.3,4,4,6,4,Average
STU01164,19,4,Civil,66.1,3.69,5.7,34.6,5,51.6,4,5,8,4.4,5,70.8,7,3,4.9,77.8,63.3,55.5,81.0,63.2,58.2,58.1,4,2,6,5,Good
STU01165,18,2,Business,40.0,2.69,2.1,12.3,4,33.2,6,1,5,4.1,2,27.7,1,2,2.2,41.4,70.9,68.7,73.3,44.2,42.0,35.3,2,2,8,3,Poor
STU01166,22,3,Computer Science,40.0,3.51,3.7,21.9,5,53.3,3,4,3,3.0,4,46.6,5,1,4.9,46.4,89.4,69.4,77.2,57.4,59.2,60.3,2,3,5,6,Good
STU01167,20,4,Mathematics,78.9,3.3,7.7,47.6,5,79.4,5,7,10,8.7,7,87.0,9,4,8.7,67.0,56.0,53.2,42.7,51.2,54.7,66.4,5,4,3,7,Good
STU01168,20,4,Business,40.0,2.74,1.5,9.1,6,38.0,6,2,3,2.0,1,30.5,3,1,2.6,33.4,73.8,53.7,62.0,44.9,38.6,34.7,2,1,6,4,Average
STU01169,18,4,Physics,40.0,1.22,2.9,16.7,5,48.0,5,4,4,3.1,3,33.9,5,1,3.6,22.0,21.1,29.0,15.0,27.6,20.0,34.3,3,3,6,4,Poor
STU01170,20,2,Civil,51.0,2.83,4.3,26.6,6,30.0,9,2,9,4.1,5,61.0,7,3,4.8,69.4,58.6,60.1,52.3,56.3,48.9,40.2,3,3,8,3,Good
STU01171,18,1,Business,60.0,1.98,5.5,33.1,5,59.0,4,5,5,3.1,6,62.9,6,4,6.0,56.7,20.4,34.0,19.7,36.8,25.2,55.0,3,2,4,5,Average
STU01172,20,2,Business,68.9,2.83,5.2,29.5,5,68.6,3,6,9,10.4,9,65.1,8,4,7.1,67.6,52.1,46.1,27.8,49.7,41.6,56.3,4,3,4,6,Average
STU01173,24,2,Computer Science,77.6,3.55,5.7,32.4,6,77.0,1,6,7,4.1,7,74.7,8,5,7.4,60.4,56.3,62.2,54.4,53.8,54.9,64.7,4,3,2,7,Excellent
STU01174,19,2,Electronics,81.6,4.0,7.1,41.7,5,79.1,2,6,9,8.7,8,79.2,8,4,7.1,79.9,92.4,63.9,89.9,68.7,76.8,76.4,5,2,3,6,Excellent
STU01175,20,1,Civil,40.0,2.01,3.2,17.8,4,48.8,4,4,5,2.8,3,38.2,6,1,3.8,36.8,35.1,47.3,33.2,25.7,31.6,48.2,2,4,2,6,Poor
STU01176,18,3,Computer Science,40.0,3.29,2.2,12.3,4,48.8,4,3,1,0.5,3,20.0,3,0,3.0,33.5,92.5,65.4,71.6,55.1,59.6,41.5,1,2,4,7,Good
STU01177,21,3,Mechanical,72.8,3.31,5.0,28.4,4,63.7,3,6,7,6.6,8,72.5,7,4,7.1,63.0,70.4,68.1,58.1,59.9,54.7,66.5,5,4,4,6,Good
STU01178,21,4,Civil,49.9,2.3,4.8,27.4,5,63.9,3,5,5,4.0,7,50.4,5,4,6.0,46.2,36.3,40.9,43.5,36.0,38.6,48.8,2,4,4,5,Poor
STU01179,24,4,Electronics,40.0,2.41,3.6,21.1,5,62.5,3,5,3,2.4,4,47.3,4,2,4.4,43.2,55.8,53.5,57.4,27.6,36.7,55.3,2,3,2,6,Average
STU01180,20,1,Mechanical,77.1,3.82,6.8,40.4,5,79.7,4,6,10,8.2,6,81.4,9,4,7.5,68.2,44.4,48.4,54.8,51.8,54.1,66.0,4,2,3,8,Excellent
STU01181,19,3,Business,40.0,2.33,3.0,18.7,6,37.3,8,2,3,3.7,3,35.3,2,5,3.5,50.0,53.7,55.9,57.7,39.4,44.2,33.8,3,2,7,3,Average
STU01182,22,2,Electronics,40.0,2.45,1.9,11.5,5,33.8,7,2,5,5.4,5,39.7,4,4,3.5,45.0,56.9,60.0,46.9,38.0,39.2,25.1,1,3,7,2,Average
STU01183,21,1,Physics,81.3,2.97,5.7,35.2,6,71.0,2,6,8,3.3,7,67.1,7,2,6.8,60.9,50.7,36.1,42.3,35.1,56.4,63.5,3,3,3,7,Good
STU01184,18,1,Civil,65.3,3.11,5.7,34.5,6,64.9,3,7,7,3.6,6,74.2,10,3,5.7,59.1,47.9,52.7,46.3,57.5,46.9,64.8,4,1,4,6,Good
STU01185,21,2,Mathematics,46.2,3.14,4.2,24.4,5,57.1,4,4,6,3.7,5,58.2,6,6,5.4,62.7,57.9,62.2,55.8,44.3,46.5,54.8,3,2,5,5,Good
STU01186,18,3,Computer Science,62.9,4.0,5.3,32.0,6,56.5,6,5,9,8.1,6,62.0,7,3,6.6,81.4,76.4,60.8,77.0,63.0,69.4,49.6,4,2,5,4,Excellent
STU01187,20,2,Computer Science,40.0,2.69,2.3,13.6,5,30.0,8,2,5,2.4,2,29.2,2,5,3.6,36.3,64.7,75.9,57.5,43.0,45.8,38.1,2,4,8,1,Poor
STU01188,18,4,Physics,62.8,3.36,5.5,33.9,4,55.7,4,4,8,6.6,7,70.1,7,4,7.0,61.4,46.3,59.8,61.4,45.9,54.6,55.9,4,2,4,6,Good
STU01189,23,2,Computer Science,66.2,4.0,5.2,31.5,6,35.3,6,3,8,7.2,7,70.3,8,5,6.3,77.2,76.0,83.4,64.9,68.5,64.3,49.0,4,2,8,2,Good
STU01190,19,4,Business,72.6,3.03,5.1,30.4,6,67.6,2,6,6,4.6,5,65.3,7,3,6.6,64.4,51.4,46.7,46.2,47.1,49.2,49.7,4,3,4,7,Average
STU01191,19,1,Business,77.6,2.87,5.7,34.9,6,84.3,3,7,7,2.7,5,67.8,7,3,7.0,53.2,52.8,43.8,50.7,43.6,45.6,78.0,4,5,2,8,Average
STU01192,19,2,Mathematics,45.7,2.99,3.3,19.1,5,53.0,4,4,3,3.0,4,35.8,5,5,4.4,41.0,61.9,71.0,64.9,44.0,53.9,45.9,1,2,4,7,Good
STU01193,22,4,Physics,71.2,3.22,7.2,44.0,6,68.8,5,6,11,9.0,7,79.8,9,4,7.1,77.8,73.1,60.9,50.1,57.5,66.3,62.9,4,4,5,5,Excellent
STU01194,19,3,Electronics,56.7,2.96,4.5,26.8,5,57.2,2,5,5,4.5,5,45.8,5,3,5.3,49.4,69.3,49.0,54.4,46.2,45.1,66.3,3,3,3,6,Average
STU01195,19,4,Electronics,49.4,2.19,3.6,22.0,5,39.2,6,4,6,6.1,5,43.7,6,3,3.5,51.4,49.1,56.6,33.8,35.8,36.4,32.9,3,4,7,3,Average
STU01196,22,1,Electronics,78.8,4.0,7.1,41.7,4,89.7,3,7,9,10.5,6,77.9,9,4,7.5,83.7,64.6,46.6,67.2,68.1,70.2,74.8,4,2,3,7,Excellent
STU01197,22,1,Computer Science,40.0,1.64,3.9,22.1,5,57.5,6,3,3,2.3,4,37.6,3,4,4.4,35.5,38.6,15.0,27.7,24.9,27.0,38.4,3,1,4,6,Poor
STU01198,20,2,Computer Science,54.4,2.23,4.9,30.0,6,71.9,4,5,8,6.7,4,56.9,7,3,6.4,55.7,27.0,43.4,35.2,37.5,39.7,50.8,3,2,3,7,Average
STU01199,18,4,Business,47.2,2.9,3.6,23.0,5,60.5,2,4,5,4.7,2,43.5,4,2,3.5,34.9,60.9,36.5,49.8,42.1,54.2,56.3,1,2,3,7,Average
STU01200,18,3,Mechanical,60.4,2.75,5.2,30.4,4,63.3,4,5,7,7.9,5,62.5,9,3,7.3,52.9,57.8,42.7,61.2,49.1,49.5,51.1,4,2,5,6,Good
STU01201,20,1,Computer Science,64.2,4.0,5.0,28.9,5,59.2,5,5,9,9.3,6,64.8,8,3,6.6,76.5,70.7,83.6,81.9,66.4,64.3,55.9,4,1,6,4,Excellent
STU01202,18,1,Mechanical,40.0,1.98,3.4,21.4,5,37.8,4,4,3,1.4,2,35.6,2,2,4.8,24.8,57.4,35.2,40.0,20.1,35.0,35.9,2,5,5,4,Poor
STU01203,20,2,Electronics,40.0,2.7,2.9,17.2,6,59.4,4,4,1,0.9,2,36.8,5,2,3.9,32.4,45.6,43.3,51.2,36.3,31.2,45.9,1,1,4,7,Poor
STU01204,18,3,Mechanical,40.0,2.39,2.8,18.7,6,39.9,6,2,2,0.9,2,31.3,3,1,2.0,20.8,65.2,80.2,53.2,43.3,43.3,36.2,1,3,6,5,Average
STU01205,20,3,Physics,50.7,2.69,4.1,25.7,5,69.3,3,6,5,5.3,3,45.2,4,2,4.9,47.4,55.6,32.8,46.7,33.2,49.0,56.8,2,1,4,8,Average
STU01206,20,3,Business,49.3,2.44,4.8,29.1,5,52.4,8,3,6,2.2,5,47.1,5,3,5.3,46.0,42.8,38.1,55.1,40.8,38.2,50.1,3,4,5,5,Average
STU01207,22,4,Physics,61.6,2.63,5.4,32.9,5,48.6,8,3,9,9.2,7,57.5,8,4,6.3,76.1,62.8,37.8,22.4,47.3,46.9,38.8,5,3,8,2,Good
STU01208,19,1,Mathematics,53.3,1.91,5.0,29.3,5,56.1,5,4,5,2.3,5,54.0,6,3,5.3,53.4,39.4,43.1,21.4,33.6,37.8,45.5,4,2,4,6,Poor
STU01209,20,3,Computer Science,56.4,2.26,4.7,28.8,5,58.8,5,4,8,5.9,5,52.7,6,4,5.1,45.8,32.8,24.6,55.1,34.3,28.9,44.2,3,3,6,5,Average
STU01210,18,3,Electronics,54.4,3.45,4.8,27.8,5,52.9,7,4,7,3.4,5,64.0,7,4,5.7,75.0,77.4,54.3,64.1,64.4,57.0,46.1,4,2,7,3,Excellent
STU01211,22,2,Mechanical,65.9,2.89,6.2,37.6,5,82.1,3,6,8,4.7,6,59.8,7,3,6.6,53.5,53.9,65.2,36.9,43.4,51.9,64.9,4,4,3,7,Good
STU01212,19,3,Mechanical,43.0,2.7,4.1,26.5,5,60.9,5,4,7,7.7,3,40.9,2,2,4.5,49.2,50.6,45.4,43.1,49.0,42.0,45.6,3,2,5,5,Good
STU01213,21,1,Computer Science,56.0,3.4,4.3,26.0,5,66.6,3,6,5,4.2,2,60.4,6,5,6.1,58.6,87.7,68.7,64.8,47.9,67.2,60.4,3,1,3,6,Excellent
STU01214,24,2,Business,62.9,3.75,4.7,28.6,5,59.8,5,4,8,7.5,8,68.4,7,4,7.4,66.3,71.2,73.2,55.9,48.5,62.8,57.7,4,3,6,5,Good
STU01215,20,1,Mechanical,62.9,4.0,5.4,33.9,5,51.7,5,5,8,6.9,7,65.3,7,3,6.4,85.2,74.8,72.0,81.0,61.1,69.8,64.3,4,2,5,4,Excellent
STU01216,18,2,Civil,40.0,3.35,3.3,18.1,4,35.7,5,2,3,2.6,1,38.0,5,1,3.2,48.9,94.0,68.5,65.6,43.9,58.7,47.3,1,4,4,5,Good
STU01217,19,3,Physics,56.4,2.74,5.1,31.9,5,73.9,3,6,6,3.1,5,68.9,7,2,6.1,54.7,36.9,33.4,44.9,34.4,37.1,49.4,3,1,3,7,Good
STU01218,20,1,Business,48.0,2.83,3.7,22.1,5,56.6,5,4,5,4.9,3,48.6,6,4,4.9,49.8,47.4,57.3,56.5,36.3,32.0,50.0,3,3,4,6,Average
STU01219,19,1,Computer Science,80.3,4.0,6.8,41.9,5,74.4,3,6,8,8.5,5,62.5,7,3,6.3,78.3,74.8,84.4,79.6,68.5,73.9,74.7,5,3,2,8,Excellent
STU01220,20,2,Physics,54.6,2.58,3.0,15.9,4,65.8,3,5,4,1.3,3,36.9,6,2,4.8,39.8,56.7,49.0,46.7,31.4,43.3,57.7,2,2,3,8,Average
STU01221,23,1,Computer Science,56.6,2.33,6.1,37.8,5,35.8,9,3,7,6.9,5,73.8,8,7,5.3,67.9,46.3,42.8,46.1,48.3,43.3,37.4,4,3,8,3,Average
STU01222,18,2,Mechanical,73.7,3.87,7.3,43.5,5,63.9,5,6,10,11.1,7,65.2,8,4,7.1,76.9,58.0,55.9,68.0,61.3,70.8,64.0,4,2,4,5,Excellent
STU01223,20,4,Business,42.7,2.8,4.3,26.7,5,59.4,6,4,5,3.2,3,39.9,5,2,5.2,39.9,76.7,47.2,45.0,41.6,50.8,43.6,3,1,5,5,Good
STU01224,19,3,Mechanical,50.1,2.47,4.2,23.6,4,46.5,6,2,6,3.8,5,50.8,5,2,4.6,45.1,55.7,43.9,36.5,38.8,35.1,47.6,4,3,7,4,Average
STU01225,19,1,Computer Science,55.2,2.33,3.8,23.1,5,49.0,5,3,6,6.6,4,55.6,6,2,5.5,60.7,42.6,69.3,66.1,46.9,33.0,42.1,3,4,6,3,Average
STU01226,19,1,Mechanical,47.7,2.5,3.4,17.9,5,48.7,5,4,7,7.4,5,51.1,5,3,4.3,47.3,50.6,36.7,47.5,35.1,41.1,36.1,3,2,5,4,Average
STU01227,20,2,Computer Science,40.0,1.24,1.9,12.3,7,30.0,7,1,2,1.8,3,20.0,2,3,2.5,25.2,40.1,25.3,34.3,20.0,24.5,20.0,1,1,8,2,Poor
STU01228,18,4,Mechanical,47.1,2.95,5.4,33.0,5,73.8,3,6,5,4.4,5,45.6,5,5,6.0,39.3,43.9,40.8,47.3,34.5,42.5,58.9,3,2,2,8,Good
STU01229,23,2,Electronics,72.8,3.45,5.9,34.8,5,69.0,3,6,6,5.7,7,71.1,6,3,6.1,67.1,56.7,69.2,58.9,52.9,56.8,62.2,5,2,4,7,Excellent
STU01230,20,1,Mathematics,52.9,2.45,4.2,23.1,5,55.3,5,5,6,6.6,5,49.7,5,2,5.0,51.7,57.5,51.5,54.6,40.0,49.9,50.0,3,3,5,5,Average
STU01231,18,2,Mechanical,68.4,3.78,6.2,37.9,6,62.9,5,6,11,11.0,6,75.3,9,6,7.5,74.0,74.7,47.3,44.6,56.8,62.9,58.9,4,2,4,6,Good
STU01232,19,3,Business,60.4,3.34,4.9,28.5,4,60.7,7,4,8,4.9,7,64.7,7,5,6.1,64.9,75.5,47.2,64.7,58.7,48.6,53.2,5,3,5,5,Good
STU01233,20,4,Electronics,46.5,2.57,4.3,25.1,4,47.8,4,4,5,3.2,4,46.6,7,5,4.4,48.5,58.2,72.3,61.4,48.1,48.9,44.9,3,1,5,4,Average
STU01234,22,1,Electronics,59.8,2.58,4.0,24.1,5,71.8,1,5,3,1.8,4,44.7,6,2,6.0,40.0,45.4,56.9,55.7,30.0,36.9,60.6,3,4,2,7,Average
STU01235,19,2,Mechanical,42.6,1.23,3.1,19.3,5,41.2,4,4,4,3.7,3,30.4,2,2,3.8,30.8,33.0,25.9,47.8,24.6,32.3,41.8,2,3,5,5,Poor
STU01236,19,4,Civil,42.3,3.32,3.5,19.7,5,55.2,3,4,3,1.7,0,38.7,6,1,3.5,42.1,58.0,65.8,65.2,45.9,54.6,50.3,3,1,3,7,Good
STU01237,20,2,Computer Science,60.7,2.57,6.2,34.5,5,60.3,3,4,5,4.3,4,54.8,5,2,5.9,55.4,62.9,65.1,52.0,48.0,47.6,51.3,3,3,3,6,Good
STU01238,18,2,Mechanical,48.3,3.33,4.9,30.6,6,78.9,2,5,7,7.4,6,58.3,8,4,6.1,55.6,47.7,60.5,57.7,46.8,52.5,67.1,2,4,2,8,Good
STU01239,19,4,Electronics,51.1,2.93,4.0,23.7,5,49.3,6,5,6,6.4,5,48.4,5,3,4.7,50.4,55.6,63.9,41.1,46.2,50.0,42.0,3,2,7,4,Average
STU01240,20,2,Mechanical,62.0,3.98,5.9,35.5,4,53.7,6,4,8,5.8,6,52.9,7,3,5.4,61.8,77.6,70.2,57.4,71.6,65.0,52.1,4,1,5,4,Excellent
STU01241,18,1,Civil,54.3,2.89,3.9,23.2,5,60.6,4,5,5,4.2,6,51.0,4,2,5.1,61.5,59.3,62.9,51.2,45.1,34.2,45.1,3,2,5,5,Average
STU01242,18,2,Mechanical,48.6,2.88,5.4,32.4,5,34.8,7,2,8,4.7,7,60.4,5,3,5.0,65.3,59.3,54.8,43.2,45.7,46.4,40.9,5,4,8,2,Average
STU01243,21,3,Computer Science,63.5,2.96,4.5,27.2,5,68.1,4,5,6,5.1,6,55.7,6,2,6.6,51.2,60.3,42.9,52.2,43.9,49.4,57.5,4,3,5,5,Good
STU01244,19,2,Electronics,42.3,3.14,3.1,18.0,5,45.0,8,2,5,2.4,5,43.8,5,2,4.1,57.7,44.1,71.9,50.4,53.5,45.1,34.6,4,2,7,3,Average
STU01245,18,3,Computer Science,53.2,3.63,5.2,31.7,4,65.2,5,4,6,4.5,6,60.0,6,3,5.2,59.0,67.2,60.2,79.1,54.8,62.5,56.2,2,3,5,5,Good
STU01246,18,2,Mathematics,40.0,2.81,3.1,19.2,5,39.4,8,3,6,5.6,5,43.7,3,3,3.4,58.1,65.0,55.7,49.9,43.1,41.0,41.0,3,3,7,4,Average
STU01247,18,4,Electronics,75.6,4.0,6.9,42.7,5,74.5,5,6,9,9.0,6,76.2,10,4,8.5,77.9,71.1,70.2,94.0,66.8,71.8,64.5,5,3,3,7,Excellent
STU01248,18,3,Civil,48.4,3.94,3.9,23.8,6,57.9,5,4,4,2.4,5,38.7,5,4,4.7,56.3,72.8,76.4,80.4,68.3,58.3,52.6,3,3,5,5,Good
STU01249,21,1,Physics,51.0,2.24,5.4,31.9,5,50.2,5,5,7,7.5,7,64.3,5,6,4.5,56.0,44.8,38.0,55.6,44.3,41.5,47.1,4,1,7,4,Average
STU01250,19,3,Electronics,40.7,2.2,2.3,12.2,5,36.8,6,2,3,3.2,4,32.7,3,3,3.9,38.7,62.6,44.8,47.9,28.1,25.3,38.1,3,5,7,3,Poor
STU01251,18,1,Computer Science,64.5,3.38,5.5,33.5,5,52.6,5,5,9,6.6,8,69.5,8,3,5.6,73.2,64.0,72.8,58.0,73.7,63.6,49.0,5,1,7,4,Good
STU01252,19,2,Computer Science,40.0,2.44,2.3,14.1,4,37.9,8,2,3,2.8,3,36.8,3,2,2.9,36.1,63.6,46.6,43.3,38.4,39.1,34.0,1,5,7,4,Poor
STU01253,22,3,Civil,40.0,2.92,2.9,16.7,6,30.0,7,2,5,3.5,3,37.7,2,3,2.8,50.4,82.2,51.8,72.6,57.1,51.9,34.8,2,3,7,2,Average
STU01254,19,4,Business,71.5,3.59,6.7,39.7,5,78.8,1,6,6,2.6,5,68.8,9,3,7.5,68.8,64.7,64.5,61.6,61.6,59.7,78.1,4,3,2,8,Excellent
STU01255,18,3,Mechanical,67.1,1.69,5.3,31.0,5,73.2,2,5,5,4.6,6,61.0,6,4,6.4,52.6,31.3,30.6,17.0,27.0,23.9,58.1,3,4,2,7,Average
STU01256,18,2,Mathematics,52.8,2.99,4.1,25.3,4,53.8,4,5,4,3.2,2,48.4,5,2,3.8,32.3,68.8,58.4,59.2,43.5,42.9,42.6,3,3,5,6,Average
STU01257,20,4,Mechanical,59.6,3.23,5.4,30.8,5,39.0,8,3,6,5.1,6,54.2,6,3,6.0,62.2,57.1,70.3,53.6,47.3,43.7,40.2,4,4,7,3,Good
STU01258,18,1,Electronics,51.3,3.3,4.3,27.0,5,66.4,7,4,5,4.4,4,55.2,5,4,5.7,65.0,65.9,57.4,52.3,47.1,57.7,47.5,3,2,4,5,Good
STU01259,23,4,Computer Science,49.3,2.83,4.4,27.8,5,63.4,5,5,7,8.5,5,37.4,6,3,5.3,45.8,60.9,65.5,63.0,50.4,46.6,58.1,3,3,5,6,Good
STU01260,21,2,Business,49.8,2.6,4.6,27.3,5,56.4,5,5,4,2.0,5,48.4,7,4,4.5,53.6,54.8,57.7,45.8,42.5,45.7,48.1,2,2,4,6,Good
STU01261,20,4,Business,52.3,3.28,5.7,34.2,5,62.6,7,5,8,4.3,7,63.4,7,5,6.4,59.8,56.6,57.0,54.6,51.7,45.9,48.2,4,3,7,3,Average
STU01262,19,2,Electronics,50.8,1.99,5.2,32.6,5,38.3,9,2,7,2.4,6,51.9,6,4,4.7,55.4,34.0,60.4,31.5,36.8,27.0,37.1,3,4,8,3,Poor
STU01263,18,1,Mathematics,51.0,3.87,4.4,26.4,6,44.0,8,3,7,4.5,5,59.5,6,3,6.0,62.3,84.2,86.9,68.2,67.9,62.6,47.7,4,2,7,2,Excellent
STU01264,21,2,Computer Science,52.9,3.87,5.0,29.3,4,58.5,5,5,6,6.0,5,52.5,6,2,5.9,65.1,78.8,77.3,74.9,67.7,62.9,61.6,3,3,4,5,Excellent
STU01265,18,1,Physics,52.1,3.23,4.8,28.7,5,72.1,3,5,5,5.5,5,51.0,5,4,5.5,56.2,57.7,34.0,49.5,44.3,48.9,57.9,4,1,4,5,Average
STU01266,21,4,Mechanical,46.6,1.78,3.2,18.0,5,60.0,3,4,6,7.8,4,36.9,5,1,3.9,26.6,40.1,32.6,36.4,36.1,26.9,35.6,2,2,3,6,Average
STU01267,21,2,Computer Science,67.0,4.0,6.9,43.0,6,74.4,2,6,9,6.5,6,82.6,9,4,8.2,87.2,66.7,72.0,67.1,58.4,75.1,79.8,5,2,3,7,Excellent
STU01268,20,2,Electronics,40.0,1.65,3.0,16.8,5,48.4,2,5,4,3.7,2,37.4,3,4,4.2,31.4,27.0,29.4,47.1,20.3,27.9,43.1,3,3,3,6,Poor
STU01269,18,4,Computer Science,68.9,3.61,6.0,36.2,4,68.5,6,5,10,11.0,8,64.1,6,4,7.0,78.2,79.8,61.6,63.2,53.4,56.3,55.9,5,3,5,4,Good
STU01270,19,4,Computer Science,59.1,3.15,4.5,26.0,5,71.4,4,5,7,5.6,5,65.0,8,2,5.8,49.0,52.5,37.1,56.7,49.7,51.7,53.8,3,2,3,6,Good
STU01271,18,1,Electronics,58.3,2.44,4.3,26.4,5,38.2,6,4,9,3.3,8,56.7,5,4,5.1,54.9,42.5,45.6,42.6,36.1,25.3,25.8,3,5,7,1,Poor
STU01272,20,4,Electronics,61.6,2.94,3.4,21.2,6,76.5,2,5,4,1.2,5,56.8,7,2,5.2,44.1,74.7,51.1,54.8,50.1,56.2,64.4,4,2,3,7,Good
STU01273,21,3,Computer Science,40.0,2.21,2.9,18.5,5,57.1,3,4,2,0.8,0,32.5,4,2,4.3,21.2,49.3,41.2,46.7,29.2,32.4,46.0,1,3,4,7,Poor
